(26.974369,20.426087)
(12.503843,48.628174)
(19.065884,39.881882)
(52.886398,29.766894)
(37.690342,13.917167)
(21.418144,34.133093)
(52.529887,27.992805)
(26.671382,46.680652)
(23.736260,34.719176)
(2.732206,23.744560)
(41.120164,25.500308)
(18.084440,4.511891)
(23.711023,20.882214)
(37.045062,47.772317)
(13.059524,29.396502)
(20.248150,48.642038)
(40.305260,19.730476)
(43.304444,7.586578)
(57.752699,14.765718)
(42.599458,7.731948)
(36.615268,26.553657)
(36.210149,39.960595)
(53.837608,38.197618)
(6.619137,37.731044)
(10.347878,24.755515)
(33.783206,19.552243)
(52.010328,27.050690)
(53.661541,41.980393)
(33.053757,56.258161)
(12.957474,4.355479)
(17.229459,49.813168)
(31.462696,12.689726)
(28.428819,46.905847)
(35.423069,24.530893)
(3.507208,6.575930)
(37.016919,46.293801)
(2.956307,2.996252)
(0.144335,40.516214)
(37.322298,54.297994)
(4.145817,46.556834)
(36.362374,33.196399)
(41.593808,26.513723)
(35.691981,48.522144)
(37.528570,45.274469)
(16.871049,41.380575)
(12.209912,38.033646)
(45.830463,15.534902)
(9.070324,33.238508)
(5.395180,40.670555)
(24.054182,46.884715)
(37.482165,52.444112)
(25.625765,6.626101)
(25.741507,11.804553)
(8.514669,14.131277)
(1.240011,14.009714)
(6.666466,28.015225)
(20.779596,9.586657)
(2.433782,35.760899)
(6.484570,44.758029)
(44.462649,18.472866)
(39.879924,42.115385)
(8.394799,42.300327)
(28.381163,10.165860)
(47.295367,23.073228)
(42.586852,4.366848)
(9.124207,15.604269)
(26.613210,32.494059)
(38.902578,2.972660)
(14.460398,56.013336)
(52.870219,36.187539)
(55.293026,55.927081)
(33.498888,61.578967)
(44.959572,42.874214)
(13.951190,0.362993)
(49.474977,35.715701)
(0.669264,29.887515)
(59.384466,49.843045)
(7.022235,22.075481)
(5.054770,1.236769)
(9.513534,2.952498)
(45.893655,12.371608)
(3.878219,46.993498)
(30.069866,0.645554)
(31.995397,20.372383)
(24.171454,7.354372)
(41.500435,6.873367)
(43.511294,55.777154)
(59.753081,27.174514)
(61.347610,39.996361)
(51.123705,5.871960)
(37.417011,53.061656)
(6.684956,19.166976)
(38.754267,6.457421)
(28.855113,24.688859)
(14.764798,13.024954)
(32.940633,9.481107)
(0.148767,47.284948)
(1.111652,12.008764)
(53.163102,50.633862)
(29.161583,52.959987)
(10.980867,52.295465)
(47.667080,53.824466)
(54.995951,23.021053)
(5.404056,22.150499)
(22.770178,0.561282)
(55.430177,10.824116)
(35.756596,13.753683)
(7.985200,1.852449)
(11.343029,52.129060)
(16.177706,6.499893)
(37.088901,5.605874)
(7.893526,22.340863)
(62.635469,24.595452)
(0.293328,13.163082)
(37.696757,17.614115)
(36.545450,33.870389)
(5.385880,55.847081)
(47.256847,7.075722)
(4.389785,0.146948)
(7.126657,9.171211)
(3.170322,30.440622)
(11.975884,31.665310)
(27.237837,57.505188)
(8.593107,51.584343)
(1.392126,18.552314)
(5.514022,58.744198)
(1.034798,3.606577)
(19.070219,25.569567)
(43.618811,23.219692)
(41.275782,41.682991)
(26.323578,29.865721)
(29.442916,30.056449)
(60.536361,20.769246)
(57.145291,48.792112)
(36.117769,6.885702)
(43.244595,13.955424)
(20.617693,31.513551)
(13.732635,32.688381)
(19.709249,6.890667)
(40.411163,3.006067)
(54.574856,5.447776)
(4.575792,11.824998)
(15.174927,30.718551)
(18.693882,8.367842)
(44.892629,40.058963)
(1.170398,21.392354)
(46.531475,11.187351)
(15.803810,5.431383)
(21.479940,8.491628)
(33.345746,34.058732)
(36.343194,28.439575)
(58.778022,21.881606)
(28.703583,48.133940)
(18.194581,24.499121)
(46.859668,36.905410)
(36.203856,23.019049)
(41.119803,14.963648)
(50.624832,32.114420)
(17.521988,6.613708)
(7.774605,33.603717)
(28.967829,21.570125)
(37.894574,4.725978)
(31.732602,6.659377)
(12.662255,30.907705)
(41.495710,22.324042)
(13.895482,12.879307)
(28.185325,39.725056)
(3.852017,27.861730)
(0.422975,11.035073)
(8.500174,33.702931)
(44.549409,12.700052)
(4.896196,28.301003)
(31.083803,41.245593)
(1.235091,16.391960)
(15.729484,16.828833)
(16.390371,1.145828)
(49.504268,10.067472)
(20.008342,53.901381)
(47.470604,46.852673)
(50.997259,23.509712)
(43.534655,19.984726)
(20.344216,17.460187)
(45.925957,40.046875)
(3.321377,39.911106)
(2.821465,7.457263)
(43.768465,24.248901)
(5.424661,22.857969)
(17.769929,20.914652)
(37.286345,42.620438)
(29.274746,14.523648)
(25.676914,55.871595)
(10.779719,48.484839)
(30.800625,37.736702)
(57.170614,41.597309)
(24.307017,45.907989)
(60.528113,46.102356)
(46.524173,21.332496)
(24.961086,9.802626)
(48.181998,21.676363)
(22.815992,12.231371)
(21.408797,18.960750)
(25.279775,45.791358)
(44.047071,2.030551)
(18.087499,22.164286)
(35.674109,40.577697)
(4.543663,5.083290)
(17.529699,44.145307)
(50.924018,2.884446)
(50.302473,35.384512)
(34.501852,36.898843)
(42.318272,15.527524)
(9.240544,34.712076)
(23.154109,51.980526)
(33.891051,34.777868)
(27.024737,54.336825)
(1.750485,57.677390)
(39.175926,57.485318)
(53.837152,9.548314)
(47.297819,13.965981)
(17.726311,53.383292)
(17.605338,4.946323)
(17.010772,51.083385)
(41.888116,16.495877)
(26.665896,23.074605)
(6.887496,27.597389)
(6.103511,22.409763)
(10.871068,52.731198)
(15.678078,22.149011)
(12.223815,50.819945)
(12.952375,5.800914)
(27.701224,26.559474)
(30.167696,35.539777)
(51.162794,40.292481)
(17.773600,44.439953)
(21.051725,48.284153)
(6.747307,49.247823)
(54.967907,32.067970)
(26.721407,42.497057)
(20.190792,31.613854)
(31.563858,33.924301)
(0.716841,45.183466)
(46.843726,23.815054)
(19.198037,32.953300)
(34.791283,1.606864)
(50.516904,22.620574)
(45.400348,1.372245)
(47.513595,50.432858)
(45.134261,45.195380)
(21.834036,54.759789)
(3.351534,45.607823)
(45.069283,45.619293)
(55.264384,38.616472)
(7.768679,16.581498)
(39.683382,49.659835)
(52.994224,16.156593)
(48.640089,0.833220)
(34.266570,11.764321)
(12.852625,18.291913)
(7.351570,7.916913)
(30.178160,30.559888)
(13.586463,27.022567)
(34.740627,18.194954)
(42.399336,6.434880)
(4.606874,58.358070)
(19.204613,7.881918)
(9.318441,25.449804)
(50.751007,12.685558)
(20.738475,33.937038)
(54.296501,26.164275)
(41.426652,12.697990)
(37.997221,25.847440)
(49.614958,2.154805)
(23.867662,13.462418)
(47.428247,23.555103)
(11.410061,45.556516)
(40.866171,31.542127)
(15.432106,49.941545)
(18.373671,52.828406)
(15.040253,17.771366)
(19.551242,13.076980)
(37.876989,41.223833)
(59.711657,45.364467)
(21.908950,13.393986)
(39.505748,44.738841)
(18.110427,53.155147)
(30.555268,36.323303)
(62.098124,14.525691)
(11.889751,10.276820)
(47.916826,45.106115)
(24.887880,3.582318)
(22.721712,54.870299)
(13.455534,51.692329)
(12.794922,30.553639)
(35.318349,11.952848)
(36.310133,50.903534)
(3.128545,14.757925)
(18.548369,21.545258)
(27.457536,39.832327)
(9.033251,43.047331)
(6.700733,43.417418)
(34.443914,28.908117)
(50.098246,8.572336)
(61.348543,20.118440)
(4.423474,26.204294)
(37.134582,16.151333)
(15.234640,48.330390)
(23.620164,10.666198)
(26.409580,13.482325)
(20.296545,47.179674)
(3.796835,40.659858)
(14.011256,52.020525)
(48.409052,52.165121)
(37.724742,37.777810)
(3.072100,35.186312)
(39.064913,23.900264)
(40.353254,18.782185)
(57.184613,39.396968)
(7.073320,44.915699)
(38.294659,45.640193)
(5.691643,16.778301)
(5.810923,4.414138)
(43.828585,13.167455)
(7.683828,32.773823)
(48.401966,23.355985)
(27.867004,16.703836)
(0.470138,47.649755)
(40.585697,36.215520)
(28.743820,38.717863)
(42.772863,1.452062)
(51.039189,15.460517)
(39.562284,27.709211)
(42.736963,7.721790)
(11.023085,5.071503)
(0.017787,7.220166)
(15.823878,44.657511)
(35.709913,50.107128)
(25.328903,5.833720)
(50.408336,15.109017)
(22.887869,47.417547)
(52.740738,48.443183)
(20.586587,11.706634)
(26.524876,47.932456)
(0.658295,55.989636)
(13.141131,52.631719)
(23.851493,1.172034)
(32.394071,60.706536)
(10.093793,51.764286)
(1.579418,59.602240)
(36.013714,13.450282)
(53.974950,0.325667)
(36.115448,30.131751)
(5.838406,29.469798)
(12.840846,36.188764)
(21.930020,8.808349)
(26.273107,0.943469)
(45.693305,30.039994)
(24.729002,10.104974)
(7.517486,33.904376)
(7.045864,54.228834)
(28.491160,42.746682)
(28.079905,19.960103)
(30.635255,18.795855)
(42.754985,1.209736)
(1.252501,26.040932)
(23.260334,38.335722)
(35.788768,57.782939)
(47.523650,8.751648)
(13.453248,36.478556)
(4.423392,27.968341)
(15.699851,8.630216)
(17.158225,43.781415)
(61.817741,15.114127)
(5.208980,18.515099)
(32.703138,29.032878)
(32.823284,37.416201)
(9.392485,44.136587)
(12.647757,12.157118)
(37.367805,26.760183)
(43.839818,35.998545)
(56.465461,51.124098)
(3.722082,37.165213)
(36.190960,41.390146)
(6.523802,38.675931)
(43.044366,42.344624)
(4.092405,19.793840)
(14.590433,6.854800)
(24.496569,30.898989)
(33.056033,4.927164)
(25.775811,10.319007)
(4.631523,28.215309)
(44.493413,60.037394)
(21.619433,29.826778)
(12.128732,53.696905)
(29.798043,50.606892)
(14.799748,31.974812)
(41.678480,50.265075)
(48.450906,2.044093)
(35.990593,51.342863)
(36.473978,18.662722)
(15.308386,25.069794)
(15.795165,18.847979)
(0.742206,28.602024)
(25.134159,30.039064)
(5.577882,48.938834)
(40.879315,3.148218)
(57.271988,56.696613)
(12.106714,4.188836)
(47.568216,35.577587)
(31.234071,15.629705)
(27.634380,59.523343)
(29.889546,10.338991)
(7.462637,54.610742)
(32.303502,12.363583)
(29.728061,56.749351)
(29.955871,23.478160)
(8.988495,41.463880)
(25.091327,0.127951)
(18.313193,12.881025)
(13.516666,55.439604)
(47.224141,24.340914)
(60.239204,35.209159)
(5.881251,39.663758)
(0.547292,5.517438)
(41.515728,8.878719)
(1.871866,2.712304)
(56.910921,13.210611)
(53.808495,6.335780)
(51.002269,14.860672)
(51.118569,53.599778)
(11.062567,42.575491)
(29.810668,18.267250)
(22.591956,13.649678)
(9.970346,7.138176)
(46.303623,44.158415)
(44.862603,22.366506)
(9.230173,40.529736)
(13.954105,25.314931)
(35.517022,29.587827)
(10.546093,19.706663)
(22.943976,9.142578)
(0.876701,58.996788)
(43.100172,8.820334)
(27.425978,11.466197)
(31.149684,40.483875)
(8.774981,9.042084)
(50.109114,20.713404)
(60.924113,15.784927)
(40.777909,35.422055)
(48.038504,50.056608)
(22.130170,20.443836)
(47.624899,0.616264)
(48.207271,44.887865)
(27.734716,28.670046)
(34.344386,22.413940)
(46.324790,16.435206)
(57.953621,11.679043)
(33.477358,28.746022)
(36.071336,29.325465)
(29.079696,3.839562)
(13.305122,1.206181)
(33.989443,40.973888)
(43.452349,31.392483)
(53.276952,22.677849)
(29.530126,15.488773)
(12.185098,12.078623)
(50.672653,36.657084)
(56.967213,15.688820)
(30.974293,42.022163)
(53.061005,27.854164)
(37.861928,10.520397)
(4.756596,29.951896)
(1.071900,34.815786)
(16.336730,18.066716)
(8.003824,12.390371)
(0.715581,21.299884)
(18.740466,27.813036)
(44.653081,0.885581)
(37.100487,27.642170)
(22.662794,9.081765)
(16.059272,7.295763)
(12.614071,54.140788)
(16.179410,17.336054)
(18.034895,11.801692)
(15.491053,41.676687)
(40.825089,45.174523)
(37.403151,34.172301)
(48.718877,5.018784)
(44.837215,46.149995)
(35.840532,48.041029)
(0.833441,17.838283)
(50.865121,34.159094)
(9.144594,31.025074)
(1.729795,19.124275)
(16.115615,44.910997)
(48.719676,59.649777)
(9.808299,3.875110)
(25.088365,48.483751)
(48.938600,17.844859)
(28.994241,9.029980)
(6.153735,29.380721)
(53.380530,51.466848)
(51.998761,28.440286)
(11.290354,57.304324)
(1.162906,41.226574)
(31.841292,22.867526)
(32.504285,49.982079)
(5.276252,24.701235)
(43.664619,5.694667)
(26.748190,31.173612)
(44.350416,31.174334)
(36.630845,52.947595)
(3.424163,51.808812)
(46.219567,46.301668)
(50.562089,40.242563)
(40.402495,10.768416)
(29.573511,16.634399)
(47.943258,23.209108)
(10.721924,7.726927)
(19.720974,28.425438)
(4.499267,30.388946)
(2.147151,34.162513)
(13.295379,42.645276)
(2.650887,22.953744)
(38.169508,17.733537)
(44.078015,29.740377)
(42.332425,8.608367)
(12.733182,1.682602)
(0.921589,21.163785)
(2.525582,45.794864)
(41.745532,51.973561)
(6.658356,53.426289)
(12.577861,11.456630)
(19.899286,19.656615)
(37.009599,6.324203)
(22.122417,25.984896)
(9.541798,51.074339)
(40.532685,11.897968)
(15.906440,33.763369)
(18.785154,17.654686)
(53.934229,53.595744)
(25.549103,41.714883)
(51.067959,28.445823)
(30.441126,52.767270)
(40.372016,51.304180)
(11.251905,43.487306)
(39.475357,44.617419)
(53.701393,9.587581)
(17.027638,27.076946)
(50.187143,11.848659)
(27.314066,9.612606)
(56.971037,56.371230)
(47.170701,28.127534)
(55.981193,43.614946)
(15.132207,46.070549)
(37.152736,56.531158)
(3.120366,1.944227)
(39.181580,30.699651)
(32.960873,0.906967)
(29.261716,18.580475)
(16.508788,7.238838)
(56.236663,47.089737)
(31.099989,19.890823)
(27.968972,53.886417)
(55.501039,7.978435)
(31.652006,33.653902)
(4.004927,27.536988)
(14.136363,13.386949)
(50.766635,23.618180)
(3.380200,54.489992)
(23.400310,21.681329)
(5.847831,5.377579)
(23.498217,18.657605)
(0.118837,22.152587)
(31.054393,34.689477)
(23.280525,41.602499)
(10.365564,37.459428)
(36.104299,27.192725)
(38.509495,49.469174)
(50.953988,36.391738)
(56.401424,16.524264)
(17.532492,51.800762)
(2.076216,33.589150)
(12.977372,15.145509)
(11.311615,19.996011)
(23.985859,47.274052)
(26.612979,36.909476)
(6.986079,0.705320)
(33.811984,36.763724)
(46.306792,31.359958)
(39.062923,35.493825)
(49.306827,21.210860)
(25.870635,50.825736)
(11.235734,50.874299)
(47.237337,32.956448)
(48.459245,5.167396)
(26.332847,6.971912)
(52.545407,24.847547)
(15.977722,25.467905)
(41.421838,20.421079)
(7.597695,1.377302)
(0.995167,36.551707)
(48.367721,33.112221)
(34.392420,50.976945)
(27.780288,55.618930)
(19.259900,2.772866)
(51.843441,35.858119)
(42.339764,47.099864)
(47.225202,18.016527)
(23.106828,43.789634)
(11.491292,12.001789)
(50.365307,17.071067)
(5.569462,42.112218)
(49.687547,22.653424)
(43.841921,19.013385)
(0.820893,9.833701)
(24.032841,23.431758)
(1.815232,44.161217)
(21.945902,15.668307)
(22.495563,20.113909)
(8.723016,4.770914)
(19.181041,14.222221)
(9.857574,36.384886)
(5.054751,18.327844)
(33.565544,51.174271)
(23.855417,52.005425)
(11.579694,47.287210)
(20.103811,38.450459)
(50.363862,17.101221)
(24.194465,14.337234)
(47.356120,9.536249)
(29.881497,49.059313)
(45.744907,19.753996)
(21.715286,40.209875)
(47.660105,28.181556)
(27.015535,3.044428)
(32.218798,12.039053)
(17.485107,3.209372)
(10.224399,15.218308)
(51.661936,16.988148)
(22.235798,11.132232)
(36.329112,40.380611)
(54.748179,35.977038)
(21.371917,27.853758)
(18.823257,24.184409)
(8.310188,7.322724)
(10.167325,12.835583)
(10.644711,25.677733)
(36.049538,2.384583)
(15.202723,25.882447)
(39.788480,21.922066)
(32.153691,6.043471)
(36.071378,33.605153)
(5.307564,54.087100)
(20.251469,35.920713)
(58.889544,12.574637)
(47.345451,13.614161)
(46.244802,16.385694)
(33.967734,14.654740)
(0.994257,49.072533)
(27.025928,23.879347)
(49.089481,31.113842)
(47.831330,21.543032)
(0.740866,5.754577)
(48.585645,45.336559)
(40.285003,20.565604)
(44.118038,51.695628)
(22.508428,46.624515)
(36.465068,20.680660)
(29.275510,1.279169)
(21.583463,22.730471)
(45.210098,31.077487)
(5.171068,6.681009)
(33.982424,52.843882)
(17.747387,47.996828)
(27.149084,37.781150)
(8.312441,1.001149)
(5.298099,52.879653)
(16.138437,3.269433)
(36.478921,37.882264)
(40.957701,44.802444)
(42.677319,43.822592)
(8.505334,47.895187)
(44.244163,7.314309)
(8.907895,17.440357)
(59.296333,48.093210)
(0.418690,39.111807)
(17.242461,49.286989)
(56.997003,4.475667)
(26.495148,4.012756)
(21.604538,38.314556)
(40.758482,44.064645)
(20.206065,13.244721)
(28.117106,40.206645)
(12.034945,16.536860)
(2.432194,43.932817)
(39.453959,5.443930)
(1.056265,55.679987)
(25.968651,53.017310)
(42.999694,47.515058)
(22.682915,4.314227)
(33.327844,46.795662)
(15.693515,23.513142)
(20.977324,48.822705)
(15.172898,42.465998)
(0.799513,45.855961)
(49.540729,31.440272)
(10.208683,55.743333)
(10.029573,11.178976)
(28.487451,44.949520)
(44.091432,35.068003)
(31.015350,36.685007)
(6.819276,19.176740)
(36.487673,3.223748)
(1.091523,42.451298)
(48.994034,55.546178)
(18.416051,38.887535)
(11.547558,42.175911)
(11.028099,50.506525)
(23.461200,35.107496)
(7.058873,44.363165)
(27.241382,50.206862)
(17.622446,21.822896)
(31.116823,35.125126)
(54.338233,19.389777)
(50.381633,9.475144)
(1.654377,27.010846)
(6.997223,8.984372)
(33.474905,44.692275)
(18.778595,55.454274)
(21.531674,25.001693)
(20.272812,53.576484)
(11.425811,45.471849)
(40.328999,13.360202)
(21.087199,27.104445)
(30.515048,4.823192)
(60.318875,21.650042)
(2.511138,58.215886)
(59.025442,15.223674)
(6.562225,24.180185)
(50.556116,24.563402)
(8.704426,42.280779)
(45.588002,42.799258)
(5.905432,57.570240)
(36.926678,53.405138)
(52.835161,55.863148)
(28.475987,9.257812)
(18.077133,17.977316)
(49.212906,36.766837)
(18.586546,53.337285)
(19.876562,51.133973)
(46.862783,37.010858)
(40.768573,61.615227)
(58.176591,36.173336)
(35.088773,13.274765)
(16.159177,5.917401)
(7.316219,21.961415)
(21.641329,8.209142)
(15.507569,5.229511)
(17.838999,14.891623)
(53.164137,44.907473)
(5.031235,39.752190)
(47.821900,1.539248)
(4.877112,20.667633)
(19.868246,27.288005)
(40.993518,41.795640)
(8.146804,27.162542)
(0.949634,4.787826)
(20.936830,19.975279)
(23.683932,27.919586)
(47.112840,8.474900)
(17.419401,3.640615)
(9.025561,58.826685)
(0.717630,50.842624)
(26.247221,1.406516)
(27.692744,19.566388)
(6.859137,16.304567)
(31.444246,42.691311)
(12.188151,5.353183)
(13.478832,16.195362)
(42.235691,29.647785)
(4.985148,32.190659)
(4.759828,50.931804)
(36.199608,8.304485)
(36.111909,43.730916)
(32.890479,19.798472)
(1.986235,19.071169)
(13.050867,1.721201)
(23.381883,39.029062)
(36.633110,56.312158)
(19.338030,42.628901)
(20.200425,2.899194)
(22.507015,22.854522)
(28.058500,41.497947)
(51.654180,46.584440)
(22.711735,17.106236)
(49.318978,44.800817)
(35.857672,22.173651)
(50.361746,3.883762)
(10.178952,4.677576)
(20.869035,41.503316)
(55.270415,2.887185)
(3.233253,22.321600)
(24.957255,39.776901)
(14.679099,8.398989)
(58.972161,25.769835)
(32.378420,9.586367)
(0.878607,18.406169)
(44.858770,57.644555)
(5.308401,29.930306)
(42.269550,48.609779)
(38.801315,0.581013)
(12.828004,29.000026)
(33.060154,38.342885)
(28.525460,62.114808)
(2.373466,33.864253)
(4.269013,12.348814)
(33.564663,26.611295)
(37.382588,4.040739)
(48.904789,57.729633)
(50.258633,48.791637)
(1.308553,24.143310)
(18.456390,20.317091)
(33.023072,40.549709)
(30.957087,41.532901)
(24.304429,47.750667)
(51.941158,20.285194)
(25.606420,37.748310)
(46.132921,16.364737)
(10.717719,44.882125)
(32.690395,24.569041)
(22.378507,28.810888)
(35.564493,50.171413)
(13.033450,41.048836)
(30.515151,42.619159)
(17.421551,43.916507)
(55.206478,8.854495)
(3.576218,48.731201)
(29.863023,45.183849)
(16.522113,38.695827)
(36.491496,28.411470)
(8.823471,39.763839)
(52.552536,38.668440)
(20.883841,20.582352)
(48.508309,30.291463)
(23.675977,25.968083)
(58.036199,9.009961)
(36.653099,23.183322)
(43.731651,60.624019)
(21.665242,62.973490)
(5.854244,11.405127)
(36.823781,30.358067)
(42.850695,44.302650)
(28.345265,53.407635)
(47.607212,25.949765)
(43.026593,5.553300)
(41.700330,4.891935)
(16.055066,21.205014)
(38.470409,52.216140)
(16.177933,36.560093)
(6.639180,49.944268)
(36.152762,43.967746)
(5.119254,37.473526)
(49.760009,7.838075)
(1.212246,44.355335)
(55.213727,45.280802)
(42.041483,21.389345)
(45.456754,13.590694)
(48.434079,1.538238)
(14.843558,1.132564)
(24.555718,35.966182)
(52.009247,8.339482)
(61.925324,29.904389)
(19.610543,12.805394)
(41.445930,7.187665)
(36.918257,52.956939)
(16.825784,42.438058)
(1.623422,16.087593)
(50.085044,37.244318)
(41.097967,51.963987)
(24.773127,44.315086)
(49.691789,37.772729)
(23.890636,42.120115)
(50.995603,47.935978)
(12.073546,43.584382)
(20.232470,23.309283)
(44.147654,59.928786)
(34.929676,23.990071)
(17.502272,42.792440)
(18.253427,10.196180)
(55.747273,14.006207)
(20.775889,26.726778)
(25.816932,3.728071)
(8.863302,9.281437)
(11.901759,24.579603)
(52.990082,41.690425)
(0.206894,29.076512)
(29.864009,49.157685)
(23.870901,37.232616)
(24.625075,6.824834)
(34.183889,47.724876)
(37.928978,8.159665)
(36.738136,3.009118)
(27.335835,18.236355)
(23.831912,42.789438)
(42.766019,49.447971)
(44.983439,37.705206)
(40.151598,58.955392)
(47.503688,31.809014)
(30.091521,54.782091)
(46.347173,48.582816)
(16.878035,1.779523)
(47.228785,38.789062)
(15.734451,14.855331)
(57.363271,16.569092)
(49.598168,16.040706)
(41.166314,56.965849)
(35.659192,41.273508)
(4.501895,20.603454)
(10.082432,28.960790)
(51.654500,49.414409)
(21.152730,54.153483)
(22.570840,55.267113)
(14.437914,16.085848)
(49.799959,15.779388)
(48.071273,52.835271)
(23.209224,13.885367)
(7.860748,42.643883)
(3.411501,12.054586)
(14.298113,38.057462)
(2.951905,61.517982)
(7.094178,50.652449)
(40.696085,9.496366)
(10.975747,21.391921)
(33.178047,38.486260)
(41.662557,40.698991)
(25.591053,47.836607)
(3.737275,40.774685)
(8.610334,39.823935)
(26.599339,0.925859)
(22.750469,22.691676)
(1.645498,59.039766)
(26.536778,29.435728)
(16.299850,20.962201)
(18.050161,52.200569)
(30.793341,5.775212)
(38.522475,25.206759)
(17.307022,58.429411)
(26.199773,7.437329)
(46.146786,40.111393)
(1.612332,31.033948)
(3.289218,33.188716)
(27.488989,63.581936)
(50.656501,24.652883)
(35.877889,46.677070)
(49.257323,36.589283)
(50.515518,26.519438)
(20.613479,29.871450)
(1.378661,10.319762)
(24.728333,15.792115)
(32.517381,33.586859)
(37.030850,42.609002)
(22.221540,54.231221)
(32.778394,30.259096)
(2.566596,3.872783)
(13.253443,21.350972)
(48.816987,51.022763)
(43.346243,8.867799)
(43.056884,28.484245)
(44.623092,16.103606)
(39.137154,5.248409)
(19.406576,40.592355)
(53.308284,2.685032)
(13.474289,32.604788)
(43.597180,21.246553)
(41.002973,17.260165)
(28.771088,23.192160)
(39.022662,26.470575)
(9.445294,19.573871)
(56.851810,41.817628)
(40.313738,5.451637)
(57.490485,15.912809)
(24.136538,37.735610)
(38.050361,30.787154)
(44.633907,19.525084)
(7.033809,27.627436)
(53.338759,35.935758)
(23.675657,12.119474)
(23.683045,14.957601)
(22.089037,7.463142)
(16.267879,4.638305)
(23.624815,8.238570)
(34.232191,28.191999)
(58.237076,24.772821)
(28.826433,20.683313)
(18.357454,18.254776)
(2.795916,5.346534)
(47.108114,17.490821)
(35.258428,13.495630)
(27.497559,5.490224)
(13.812314,21.432829)
(12.703778,4.459316)
(24.480412,32.889900)
(51.761216,44.577329)
(49.357655,13.055900)
(56.396715,37.721374)
(36.560356,38.618402)
(2.391307,4.222140)
(29.892375,41.977164)
(19.256766,20.678358)
(0.880240,22.394772)
(25.825876,18.987704)
(39.356316,42.323929)
(30.042752,4.830794)
(55.280694,44.954752)
(55.383761,23.685876)
(60.368890,8.290434)
(52.680519,6.338943)
(35.128046,27.126760)
(0.702871,41.284581)
(30.655949,51.262753)
(17.844987,26.775343)
(4.771484,30.478584)
(30.759329,15.194012)
(24.539207,3.346943)
(12.077581,35.855416)
(22.547743,25.382576)
(6.351194,48.946771)
(25.717012,47.360557)
(12.013734,51.542444)
(41.548196,3.637050)
(50.485105,19.065472)
(51.423663,13.941047)
(53.461549,39.092749)
(6.922628,51.327488)
(51.858388,7.298753)
(34.027646,42.388167)
(13.798892,43.405813)
(22.302793,33.795106)
(1.698854,30.714172)
(30.411129,9.297585)
(24.728914,41.747369)
(30.925640,23.646863)
(48.683821,32.522319)
(40.862031,40.953862)
(40.327920,38.340127)
(11.499873,59.697747)
(15.147024,5.143919)
(3.162903,0.695623)
(35.382219,11.205695)
(45.652826,3.059821)
(10.785425,43.560491)
(19.535034,1.253216)
(8.889776,20.341270)
(18.819733,54.881114)
(6.215500,38.630766)
(62.759711,36.576008)
(31.138772,17.027621)
(39.061946,54.634637)
(28.349808,5.299050)
(47.804099,39.343935)
(32.371754,46.868193)
(55.548384,43.135987)
(12.306152,14.653387)
(40.766650,49.703614)
(28.027672,44.044607)
(9.483085,3.447728)
(28.480633,50.880569)
(15.649904,1.393229)
(37.811366,5.337303)
(31.396845,45.135702)
(41.946077,23.964725)
(43.817811,5.728699)
(26.726516,12.350324)
(25.675410,26.515734)
